date,title,source,link,summary,sentiment_label,sentiment_score
2025-09-14,POSH compliance on rise: Sexual harassment complaints at top 30 firms up 6% in FY25,NewsAPI - The Times of India,https://economictimes.indiatimes.com/news/company/corporate-trends/posh-compliance-on-rise-sexual-harassment-complaints-at-top-30-firms-up-6-in-fy25/articleshow/123874292.cms,"India's top 30 companies experienced a 6.2% increase in sexual harassment complaints in FY25, signaling growing employee confidence in reporting. While the rise in complaints indicates POSH Act effectiveness, a 21% increase in pending cases raises concern. Ba…",positive,0.943689
2025-09-14,AI Will Not Make You Rich,NewsAPI - Joincolossus.com,https://joincolossus.com/article/ai-will-not-make-you-rich/,The disruption is real. It's also predictable.,neutral,0.696751
2025-09-14,Infosys and RIL among 10 stocks owned by over 500 mutual funds in August,NewsAPI - Economictimes.com,https://m.economictimes.com/mf/mf-news/infosys-and-ril-among-10-stocks-owned-by-over-500-mutual-funds-in-august/most-favourite-stocks/slideshow/123878220.cms,"Favourite stocks are those based on the maximum holding count by mutual fund schemes for each stock. Here are the top 10 stocks owned by over 500 mutual fund schemes in August, according to data by ACE MF. Most Favourite Stocks",neutral,0.93714
2025-09-14,Mcap of eight of top-10 most valued firms jumps by Rs 1.69 lakh cr; Bajaj Finance biggest gainer,NewsAPI - The Times of India,https://economictimes.indiatimes.com/markets/stocks/news/mcap-of-eight-of-top-10-most-valued-firms-jumps-by-rs-1-69-lakh-cr-bajaj-finance-biggest-gainer/articleshow/123878593.cms,"The combined market valuation of eight of the top-10 most valued firms jumped by Rs 1,69,506.83 crore last week in tandem with an optimistic trend at the Dalal Street, where Bajaj Finance emerged as the biggest gainer.",positive,0.937589
2025-09-14,Mcap of eight of top-10 most valued firms jumps by Rs 1.69 lakh cr; Bajaj Finance biggest gainer,NewsAPI - BusinessLine,https://www.thehindubusinessline.com/companies/mcap-of-eight-of-top-10-most-valued-firms-jumps-by-rs-169-lakh-cr-bajaj-finance-biggest-gainer/article70048292.ece,"Last week, top Indian companies saw significant market valuation gains, led by Bajaj Finance, Infosys, and TCS.",positive,0.950221
2025-09-14,Dalal Street Optimism Adds Rs 1.7 Lakh Crore To Eight Of Top-10 Valued Firms; Bajaj Finance Biggest Gainer,NewsAPI - Ndtvprofit.com,https://www.ndtvprofit.com/markets/dalal-street-optimism-adds-rs-17-lakh-crore-to-eight-of-top-10-valued-firms-bajaj-finance-biggest-gainer,"The combined market valuation of eight of the top-10 most valued firms jumped by Rs 1,69,506.83 crore last week in tandem with an optimistic trend at the Dalal Street, where Bajaj Finance emerged as the biggest gainer.",positive,0.940389
2025-09-14,Ahead of Market: 10 things that will decide stock market action on Monday,NewsAPI - The Times of India,https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-market-action-on-monday/articleshow/123880488.cms,"Indian markets closed higher on Friday, with Nifty 50 rising for an eighth consecutive session, supported by softer U.S. labor data, potential Fed rate cuts, and progress in U.S.-India trade talks. Domestic buying interest was seen in JBM Auto, Hindustan Copp…",positive,0.944909
2025-09-14,Metallica – Kill ’Em All album art,NewsAPI - Fontsinuse.com,https://fontsinuse.com/uses/71469/metallica-kill-em-all-album-art,"Contributed by Steve McNuggsSource: en.wikipedia.org License: All Rights Reserved. Metallica’s debut studio album was released on July 25, 1983. The cover art by Shari and Harold Risch features the shadow of a hand letting go of a bloodied hammer. The title i…",neutral,0.929088
2025-09-14,Tommy Brown – “Rock ’n Roll Man” single cover,NewsAPI - Fontsinuse.com,https://fontsinuse.com/uses/72081/tommy-brown-rock-n-roll-man-single-cover,"Contributed by Florian HardwigSource: www.ebay.com Mobyblack Records. License: All Rights Reserved. This purely typographic sleeve features letterforms drawn by four masters of 1970s display type: “Tommy Brown” is Design Sparkly, a thick-thin-thin multline va…",neutral,0.939597
2025-09-14,AI reliable for Reliance?,NewsAPI - The Times of India,https://economictimes.indiatimes.com/opinion/et-commentary/ai-reliable-for-reliance/articleshow/123885132.cms,"Mukesh Ambani, having built a fortune in petrochemicals, is now pivoting Reliance Industries towards AI, investing heavily in data centers and partnerships with Google and Meta. He aims to refine data into valuable AI solutions, mirroring his father's success…",neutral,0.511659
2025-09-14,【DPC KOBE】ピックルボール35+世界ランキングの実力者・吉原 哲平 初心者体験会・初級＆中級 練習会 開催,NewsAPI - Prtimes.jp,https://prtimes.jp/main/html/rd/p/000000305.000021838.html,"[株式会社ITC]
[画像1: https://prcdn.freetls.fastly.net/release_image/21838/305/21838-305-7f7f36e6cfe35e09ee62ed905bc46f08-920x450.png?width=536&quality=85%2C75&format=jpeg&auto=webp&fit=bounds&am...",neutral,0.933597
2025-09-14,"5 hot stock ideas for this week: Cochin Shipyard, Railtel, Datamatics & more",NewsAPI - Economictimes.com,https://m.economictimes.com/markets/stocks/news/5-hot-stock-ideas-for-this-week-cochin-shipyard-railtel-datamatics-amp-more/stock-picks/slideshow/123881506.cms,"Indian equities opened the week cautiously optimistic, with analysts highlighting five stocks showing technical strength and near-term upside potential. Datamatics, Graphite India, RailTel, Cochin Shipyard, and Bajaj Finance have been identified with specific…",positive,0.918247
