Symbol  ,Date  ,Expiry  ,Option type  ,Strike Price  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in  ₹ Lakhs,Premium Turnover ** in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
NIFTY,07-Oct-25,30-Dec-25,PE,22850,45,45,40.65,41.2,41.2,23,7,120.18,0.22,3750,-75,25108.3
NIFTY,07-Oct-25,30-Dec-25,PE,23150,-,-,-,53.6,54.2,38.6,-,-,-,7425,-,25108.3
NIFTY,07-Oct-25,30-Dec-25,PE,27000,1503.6,1552.3,1440.15,1511.35,1507,1511.35,451,9635.37,502.62,818275,-3525,25108.3
NIFTY,07-Oct-25,30-Dec-25,PE,24200,146.45,146.45,121.1,125.95,125.4,125.95,692,12626.79,66.99,54750,9450,25108.3
NIFTY,07-Oct-25,30-Dec-25,PE,24150,-,-,-,394.75,-,163.3,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,30-Dec-25,PE,26100,775,775,775,775,775,997.35,1,20.16,0.58,300,-,25108.3
NIFTY,07-Oct-25,30-Dec-25,PE,23300,56,56.45,55,55.5,56,55.5,27,472.95,1.13,8175,-75,25108.3
NIFTY,07-Oct-25,30-Dec-25,PE,22000,31,32.85,28.75,29.45,28.8,29.45,2342,38696.26,53.26,1735525,-10275,25108.3
NIFTY,07-Oct-25,30-Dec-25,PE,18000,8.2,8.9,8,8.6,8.3,8.6,116,1566.74,0.74,153425,-2025,25108.3
NIFTY,07-Oct-25,30-Dec-25,PE,23000,46,48.7,44.3,45.45,44.6,45.45,5230,90396.15,178.65,2662850,-103450,25108.3
NIFTY,07-Oct-25,30-Dec-25,PE,24850,269.25,269.25,241.4,246.35,246.35,356.8,25,470.75,4.81,1425,-1050,25108.3
NIFTY,07-Oct-25,26-Dec-28,PE,20000,-,-,-,330,330,65.45,-,-,-,1100,-,25108.3
NIFTY,07-Oct-25,26-Dec-28,PE,28000,-,-,-,1697.6,-,1400.25,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,26-Dec-28,PE,25000,-,-,-,1100,1100,593.65,-,-,-,4450,-,25108.3
NIFTY,07-Oct-25,26-Dec-28,PE,27000,-,-,-,1413.85,-,1082.1,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,26-Dec-28,PE,24000,-,-,-,888.05,888.05,418.2,-,-,-,1800,-,25108.3
NIFTY,07-Oct-25,26-Dec-28,PE,31000,-,-,-,2722.7,-,2653.65,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,26-Dec-28,PE,21000,-,-,-,618.05,618.05,112.85,-,-,-,1250,-,25108.3
NIFTY,07-Oct-25,26-Dec-28,PE,23000,643.65,643.65,643.65,643.65,643.65,283.25,1,17.73,0.48,3225,-75,25108.3
NIFTY,07-Oct-25,26-Dec-28,PE,19000,-,-,-,158,-,35.5,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,26-Dec-28,PE,22000,-,-,-,447,447,183.4,-,-,-,375,-,25108.3
NIFTY,07-Oct-25,26-Dec-28,PE,30000,-,-,-,2352.75,-,2187.15,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,26-Jun-29,PE,19000,-,-,-,170.3,-,40.1,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,26-Jun-29,PE,23000,-,-,-,543.65,-,279.65,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,26-Jun-29,PE,29000,-,-,-,1746.95,-,1619.85,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,26-Jun-29,PE,27000,-,-,-,1252.35,-,1005.3,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,26-Jun-29,PE,31000,-,-,-,2338.75,-,2411.7,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,26-Jun-29,PE,28000,-,-,-,1488.1,-,1290.25,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,26-Jun-29,PE,30000,-,-,-,2031.05,-,1993.95,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,26-Jun-29,PE,20000,-,-,-,236.95,-,70.8,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,26-Jun-29,PE,25000,-,-,-,852.5,-,564.8,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,26-Jun-29,PE,24000,-,-,-,694.05,694.05,404.55,-,-,-,25,-,25108.3
NIFTY,07-Oct-25,26-Jun-29,PE,26000,-,-,-,900,900,764.15,-,-,-,50,-,25108.3
NIFTY,07-Oct-25,26-Jun-29,PE,22000,-,-,-,422,-,185.65,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,26-Jun-29,PE,21000,-,-,-,320.25,-,117.7,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,24-Dec-29,PE,30000,-,-,-,1953.5,-,1823.25,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,31-Mar-26,PE,25000,421.95,430,390,404.65,404,404.65,2546,48510.64,773.14,729975,8400,25108.3
NIFTY,07-Oct-25,31-Mar-26,PE,19000,18.8,20,18.8,20,20,0.1,6,85.59,0.09,450,450,25108.3
NIFTY,07-Oct-25,31-Mar-26,PE,23000,109.95,115,108,111.5,111.75,111.5,1159,20089.23,96.48,528525,-11175,25108.3
NIFTY,07-Oct-25,31-Mar-26,PE,26000,798.4,798.4,727.95,760.25,760,760.25,1161,23293.62,654.12,577950,19050,25108.3
NIFTY,07-Oct-25,31-Mar-26,PE,20000,34.8,36.5,32,33.6,33.8,33.6,132,1983.34,3.34,65850,3150,25108.3
NIFTY,07-Oct-25,31-Mar-26,PE,27000,1350.1,1368.5,1277.85,1326.6,1314.9,1326.6,160,3397.5,157.5,235275,1275,25108.3
NIFTY,07-Oct-25,31-Mar-26,PE,24000,216.4,216.4,201.05,209.9,209.9,209.9,2441,44320.72,382.72,964425,-22050,25108.3
NIFTY,07-Oct-25,31-Mar-26,PE,29000,-,-,-,3815.05,-,3205.2,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,30-Jun-26,PE,26000,780,789.05,750,772.85,779.9,772.85,85,1706.45,48.95,41925,2100,25108.3
NIFTY,07-Oct-25,30-Jun-26,PE,24000,284.95,288.95,266.25,274.25,271,274.25,289,5261.53,59.53,125025,14325,25108.3
NIFTY,07-Oct-25,30-Jun-26,PE,21000,77.9,77.9,73.95,73.95,73.95,73.95,19,300.34,1.09,361875,525,25108.3
NIFTY,07-Oct-25,30-Jun-26,PE,15000,-,-,-,35,35,0.05,-,-,-,1275,-,25108.3
NIFTY,07-Oct-25,30-Jun-26,PE,25000,489,490,457.5,472.95,474,472.95,266,5081.45,93.95,120000,7800,25108.3
NIFTY,07-Oct-25,30-Jun-26,PE,28000,-,-,-,6532.55,-,2205.35,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,30-Jun-26,PE,13000,-,-,-,21.6,21.6,0.05,-,-,-,200,-,25108.3
NIFTY,07-Oct-25,30-Jun-26,PE,23000,167,169.85,159.95,163,163.5,163,92,1598.22,11.22,32550,3900,25108.3
NIFTY,07-Oct-25,30-Jun-26,PE,19000,-,-,-,205.7,205.7,1.05,-,-,-,250,-,25108.3
NIFTY,07-Oct-25,30-Jun-26,PE,14000,-,-,-,20.05,20.05,0.05,-,-,-,1525,-,25108.3
NIFTY,07-Oct-25,30-Jun-26,PE,22000,109.65,109.65,103.5,105,105,105,24,397.93,1.93,12600,1050,25108.3
NIFTY,07-Oct-25,30-Jun-26,PE,16000,-,-,-,21,21,0.05,-,-,-,2275,-,25108.3
NIFTY,07-Oct-25,30-Jun-26,PE,31000,-,-,-,5585,-,4696.45,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,30-Jun-26,PE,29000,-,-,-,5546.1,-,2969.45,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,30-Jun-26,PE,27000,-,-,-,6810.7,-,1541.25,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,30-Jun-26,PE,30000,-,-,-,5541.2,-,3807.75,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,30-Jun-26,PE,20000,-,-,-,67.9,67.9,5.1,-,-,-,351825,-,25108.3
NIFTY,07-Oct-25,30-Jun-26,PE,12000,-,-,-,20,20,0.05,-,-,-,325,-,25108.3
NIFTY,07-Oct-25,29-Sep-26,PE,24000,-,-,-,639.75,-,357.9,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,29-Sep-26,PE,25000,-,-,-,980.25,-,624.7,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,29-Sep-26,PE,20000,-,-,-,51.65,-,11.55,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,29-Sep-26,PE,29000,-,-,-,3259.65,-,2779.45,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,29-Sep-26,PE,28000,-,-,-,2564,-,2087.15,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,29-Sep-26,PE,21000,-,-,-,112.6,-,34,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,29-Sep-26,PE,26000,-,-,-,1416.2,-,1000.4,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,29-Sep-26,PE,22000,-,-,-,219.8,-,85.1,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,29-Sep-26,PE,30000,-,-,-,4017.1,-,3549.05,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,29-Sep-26,PE,27000,-,-,-,1946.45,-,1489.7,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,29-Sep-26,PE,23000,-,-,-,390.5,-,185.25,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,29-Dec-26,PE,20000,140,144,135,135,135,19.05,35,528.57,3.57,42650,-1325,25108.3
NIFTY,07-Oct-25,29-Dec-26,PE,31000,-,-,-,4949.65,-,4099.25,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,24-Dec-29,PE,24000,-,-,-,625.5,-,388.4,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,24-Dec-29,PE,27000,-,-,-,1177.9,-,934,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,24-Dec-29,PE,26000,-,-,-,1499.95,1499.95,716.1,-,-,-,150,-,25108.3
NIFTY,07-Oct-25,24-Dec-29,PE,23000,-,-,-,670,670,272.9,-,-,-,2550,-,25108.3
NIFTY,07-Oct-25,24-Dec-29,PE,29000,-,-,-,1669.2,-,1486.95,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,24-Dec-29,PE,28000,-,-,-,1411.3,-,1190.65,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,24-Dec-29,PE,22000,-,-,-,373.65,-,184.75,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,24-Dec-29,PE,19000,-,-,-,142.25,-,43.5,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,24-Dec-29,PE,31000,-,-,-,2262.75,-,2199.2,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,24-Dec-29,PE,25000,-,-,-,1150,1150,535.05,-,-,-,225,-,25108.3
NIFTY,07-Oct-25,24-Dec-29,PE,21000,-,-,-,278.8,-,119.95,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,24-Dec-29,PE,20000,-,-,-,202.3,-,74.25,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,25-Jun-30,PE,19000,-,-,-,168.9,-,45.9,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,25-Jun-30,PE,29000,-,-,-,1804.05,-,1365.75,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,25-Jun-30,PE,28000,-,-,-,1532.2,-,1098.6,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,25-Jun-30,PE,20000,-,-,-,236.4,-,76.2,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,25-Jun-30,PE,21000,-,-,-,321.3,-,120.25,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,25-Jun-30,PE,24000,-,-,-,698.15,-,370.6,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,25-Jun-30,PE,31000,-,-,-,2424,-,2007.9,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,25-Jun-30,PE,22000,-,-,-,425.45,-,181.65,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,25-Jun-30,PE,30000,-,-,-,2100.85,-,1668.85,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,25-Jun-30,PE,23000,-,-,-,550.6,-,263.9,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,25-Jun-30,PE,25000,-,-,-,869.3,-,504.85,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,25-Jun-30,PE,27000,-,-,-,1286.05,-,866.85,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,25-Jun-30,PE,26000,-,-,-,1065.5,-,669.5,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,29-Jun-27,PE,22000,-,-,-,3995.4,-,142.15,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,29-Jun-27,PE,20000,-,-,-,3034.2,-,34.3,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,29-Jun-27,PE,29000,-,-,-,4627.1,-,2349.5,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,29-Jun-27,PE,19000,-,-,-,182.1,182.1,14.3,-,-,-,600,-,25108.3
NIFTY,07-Oct-25,29-Jun-27,PE,23000,-,-,-,4514.3,-,253.2,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,29-Jun-27,PE,21000,-,-,-,250,250,73.35,-,-,-,875,-,25108.3
NIFTY,07-Oct-25,29-Jun-27,PE,25000,-,-,-,5619.05,-,651.2,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,28-Dec-27,PE,25000,949.95,950,949.95,950,950,640.55,2,38.92,1.42,1875,-150,25108.3
NIFTY,07-Oct-25,28-Dec-27,PE,20000,-,-,-,251.9,251.9,47.45,-,-,-,3950,-,25108.3
NIFTY,07-Oct-25,28-Dec-27,PE,22000,-,-,-,420.05,420.05,163.85,-,-,-,1750,-,25108.3
NIFTY,07-Oct-25,28-Dec-27,PE,28000,-,-,-,4251,-,1656.4,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,28-Dec-27,PE,23000,-,-,-,600,600,273.3,-,-,-,3675,-,25108.3
NIFTY,07-Oct-25,28-Dec-27,PE,27000,-,-,-,1618,1618,1251.3,-,-,-,300,-,25108.3
NIFTY,07-Oct-25,28-Dec-27,PE,31000,-,-,-,3950.7,-,3251.85,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,28-Dec-27,PE,30000,-,-,-,4140.9,-,2660.75,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,28-Dec-27,PE,26000,-,-,-,1120,1120,913.15,-,-,-,750,-,25108.3
NIFTY,07-Oct-25,28-Dec-27,PE,24000,-,-,-,800,800,429.4,-,-,-,3750,-,25108.3
NIFTY,07-Oct-25,28-Dec-27,PE,29000,-,-,-,4227.5,-,2127.3,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,28-Dec-27,PE,15000,-,-,-,3.05,3.05,0.3,-,-,-,625,-,25108.3
NIFTY,07-Oct-25,28-Dec-27,PE,21000,-,-,-,340,340,91.75,-,-,-,1025,-,25108.3
NIFTY,07-Oct-25,28-Dec-27,PE,19000,-,-,-,140.05,140.05,22.4,-,-,-,675,-,25108.3
NIFTY,07-Oct-25,28-Dec-27,PE,17000,-,-,-,74.35,95.05,3.55,-,-,-,14200,-,25108.3
NIFTY,07-Oct-25,28-Dec-27,PE,18000,-,-,-,97.05,116.05,9.5,-,-,-,11550,-,25108.3
NIFTY,07-Oct-25,27-Jun-28,PE,30000,-,-,-,3779.25,-,2406.95,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,27-Jun-28,PE,31000,-,-,-,3541.95,-,2930.45,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,27-Jun-28,PE,24000,-,-,-,1692.75,-,427.45,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,27-Jun-28,PE,23000,-,-,-,1399.25,-,281.95,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,27-Jun-28,PE,21000,-,-,-,907.2,-,104.55,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,27-Jun-28,PE,25000,-,-,-,2016.8,-,619.75,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,27-Jun-28,PE,27000,-,-,-,2752.35,-,1164.15,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,27-Jun-28,PE,20000,-,-,-,400,400,57.8,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,27-Jun-28,PE,29000,-,-,-,3595.9,-,1936.35,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,27-Jun-28,PE,19000,-,-,-,537.45,-,29.6,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,27-Jun-28,PE,26000,-,-,-,2370.3,-,864.15,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,27-Jun-28,PE,22000,-,-,-,470.05,470.05,176.75,-,-,-,325,-,25108.3
NIFTY,07-Oct-25,27-Jun-28,PE,28000,-,-,-,3161.35,-,1521.55,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,26-Dec-28,PE,29000,-,-,-,2010.85,-,1768.8,-,-,-,-,-,25108.3
NIFTY,07-Oct-25,26-Dec-28,PE,26000,-,-,-,1300,1300,813.85,-,-,-,150,-,25108.3
NIFTY,07-Oct-25,26-Dec-28,PE,18000,-,-,-,250,250,17.8,-,-,-,75,-,25108.3
NIFTY,08-Oct-25,20-Oct-25,CE,25900,7.7,11.85,6.8,7.35,7.75,7.35,15230,295942.39,99.64,166575,10050,25046.15
NIFTY,08-Oct-25,20-Oct-25,CE,25550,40.05,51.35,23.9,25.9,26.1,25.9,19531,374768.57,505.78,237600,167250,25046.15
NIFTY,08-Oct-25,20-Oct-25,CE,25600,26.65,41.05,19.35,20.95,21.95,20.95,38280,735749.69,773.69,577650,225750,25046.15
NIFTY,08-Oct-25,20-Oct-25,CE,23250,-,-,-,2134.95,-,1840.15,-,-,-,-,-,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,26950,0.85,1.1,0.7,0.95,0.9,0.95,4456,90069.88,2.98,67200,46725,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,24600,550,635,442.3,469.4,468.35,469.4,5889,110917.18,2265.13,171225,-1275,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,26800,0.9,1.2,0.8,1.05,0.95,1.05,29580,594579.77,21.77,240075,159450,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,24650,510.2,589,398.3,423,420.45,423,2068,38949.59,717.44,35400,-5550,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,23900,-,-,-,1258.2,1258.2,1168.9,-,-,-,4500,-,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,26750,0.9,1.25,0.85,1.1,1.1,1.1,12308,246938.77,9.52,82725,64875,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,26450,0.95,1.35,0.9,1.2,1.15,1.2,53693,1065181.47,46.58,317550,259500,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,24950,254.05,309.85,152.3,165.6,166.95,165.6,237406,4477883.99,35424.21,414675,258825,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,23800,-,-,-,1395.95,1395.95,1268.7,-,-,-,4050,-,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,25850,2.9,4.3,2.25,2.65,2.5,2.65,427219,8283681.74,973.38,2284875,1474500,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,25750,4,6.55,2.75,3.35,3.1,3.35,422359,8158143.14,1334.95,2482050,1638900,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,26150,1.5,1.95,1.25,1.55,1.45,1.55,155551,3050932.03,188.04,1169175,986100,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,22950,-,-,-,2069.85,-,2117.85,-,-,-,-,-,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,26200,1.4,1.85,1.15,1.45,1.35,1.45,429543,8441004.15,484.2,4043850,2991600,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,26850,0.9,1.15,0.8,1.05,1,1.05,3263,65711.02,2.36,52050,32475,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,22900,2182.7,2182.7,2154.85,2154.85,2154.85,2167.8,2,37.6,3.25,75,75,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,27000,0.7,1,0.7,0.95,0.9,0.95,243989,4940924.8,147.55,3697275,526425,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,26600,1.05,1.3,0.9,1.2,1.15,1.2,62984,1256581.67,50.87,1166625,405525,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,26400,1.2,1.4,0.95,1.25,1.15,1.25,197911,3918811.69,173.89,2400825,1242450,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,24700,452,542.5,350,374.45,374.15,374.45,12629,237887.26,3935.03,230925,-8625,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,27050,0.75,1,0.7,0.9,0.85,0.9,15868,321931.81,9.76,164775,132525,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,23850,1222.5,1271.95,1222.5,1266.55,1266.55,1218.8,4,75.3,3.75,600,-,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,24250,934.65,940.75,800.55,806.9,804.6,806.9,43,809.25,27.19,2250,-750,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,23250,-,-,-,1657.35,1657.35,1818.1,-,-,-,75,-,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,26350,1.2,1.45,1,1.3,1.2,1.3,80399,1588962.02,76.78,321600,226050,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,26300,1.3,1.5,1,1.3,1.2,1.3,347605,6856839.59,330.96,3109125,1931175,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,25250,69.05,98,31.2,35.15,36.3,35.15,2166613,41127088,96854.31,4783200,3207150,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,27150,0.75,0.95,0.65,0.85,0.75,0.85,79778,1624526.93,47.41,1185825,815100,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,23150,-,-,-,1757.35,1757.35,1918,-,-,-,75,-,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,24000,1155,1232,1030.25,1064.85,1063.7,1064.85,2192,41245.55,1789.55,163275,32400,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,25200,89.05,124.95,41.75,47,48.25,47,4642507,88013829.03,270446.73,11796450,6343650,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,24500,648.2,738.6,539.1,564.35,567.5,564.35,8967,168872.87,4104.24,297825,-18075,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,25950,2.05,3.05,1.85,2.15,1.95,2.15,439942,8563164.29,793.11,1997925,1377675,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,23500,1561,1628.75,1561,1585.15,1585.15,1568.35,20,376.41,23.91,20550,-975,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,23450,-,-,-,1495.4,1495.15,1618.3,-,-,-,75,-,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,25450,19.7,32.05,10.55,11.45,11.4,11.45,994744,19000611.4,13435.3,3405600,2041275,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,23550,1535,1535,1529.2,1529.2,1529.2,1518.4,2,37.62,2.29,225,-75,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,26700,0.95,1.25,0.8,1.1,1,1.1,38219,765365.24,29.77,329475,204075,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,25600,8.9,13.8,5.15,5.7,5.45,5.7,876449,16833056.04,5235.24,6077775,3050625,25046.15
NIFTY,08-Oct-25,20-Oct-25,CE,26450,2.4,2.6,1.85,2.15,2.1,2.15,444,8808.59,0.74,26250,11625,25046.15
NIFTY,08-Oct-25,20-Oct-25,CE,23700,1400.15,1400.15,1400.15,1400.15,1400.15,1400.15,1,18.83,1.05,225,75,25046.15
NIFTY,08-Oct-25,20-Oct-25,CE,27050,1.9,2.15,1.05,1.2,1.15,1.2,242,4909.81,0.24,4425,1725,25046.15
NIFTY,08-Oct-25,20-Oct-25,CE,23200,-,-,-,2183.05,-,1890,-,-,-,-,-,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,24200,995,1005.25,850,862.95,870.95,862.95,143,2693.24,97.79,28500,-3375,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,23350,-,-,-,1549.85,1549.85,1718.2,-,-,-,75,-,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,25150,114.05,155.4,55.25,61.95,63.55,61.95,3214859,60878838.6,238560.71,6430425,4575750,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,26500,0.95,1.35,0.9,1.25,1.15,1.25,574576,11420160.65,462.65,6497550,2138100,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,25350,38.1,57.35,17.6,19.7,19.95,19.7,1439922,27411961.98,35444.96,5033100,3207675,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,25650,7,10.6,4.25,4.65,4.35,4.65,541980,10428913.32,2573.07,2134500,1096800,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,24150,1001.5,1054.15,893.2,911.15,910.75,911.15,238,4482.01,171.24,5025,4050,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,27100,0.7,1,0.65,0.9,0.8,0.9,41484,843187.54,25.24,497025,395400,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,24300,850,921.8,747.05,763.35,764.55,763.35,262,4933.68,158.73,34950,-750,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,25000,200,266.9,121,132.8,135.05,132.8,1599479,30191312.34,201081.09,4977150,2124150,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,25550,12.45,18.2,6.6,7.15,6.9,7.15,773137,14821159.22,5921.46,4531800,3581025,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,23950,-,-,-,1203.65,1203.65,1119.1,-,-,-,375,-,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,25400,29.7,42.6,13.75,15.1,15.2,15.1,1754002,33446489.4,32751.3,7111275,2677350,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,23700,-,-,-,1483.4,1483.4,1368.55,-,-,-,1650,-,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,23600,1599,1599,1599,1599,1599,1468.45,1,18.9,1.2,1500,-,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,25100,140,189.8,72.5,81.2,82.8,81.2,4293795,81200187.66,369496.78,9108000,6555825,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,24100,1060,1132,952.7,954.1,953.65,954.1,95,1790.51,73.39,9375,450,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,25800,3.4,5.25,2.55,2.9,2.8,2.9,696303,13475307.97,1844.92,5473725,2550450,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,25300,46.9,75.5,23.7,26.45,27,26.45,2605106,49517959.05,86072.7,8745375,3995100,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,25900,2.7,3.7,2.1,2.4,2.3,2.4,777352,15101645.78,1583.18,3395700,1361625,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,24800,370.75,446,263.65,283.5,283.35,283.5,76785,1446879.3,18678.3,464700,-46725,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,23000,2142,2142,2040.05,2126.5,2126.5,2067.9,27,508.61,42.86,17850,75,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,25500,14.4,24.25,8.15,9,8.7,9,1624149,31078699.59,16849.97,9238050,4231950,25046.15
NIFTY,08-Oct-25,14-Oct-25,CE,25700,4.8,8.25,3.35,3.9,3.75,3.9,745686,14375978.45,2880.8,5084325,2547300,25046.15
