Symbol  ,Date  ,Expiry  ,Option type  ,Strike Price  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in  ₹ Lakhs,Premium Turnover ** in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
NIFTY,29-Sep-25,28-Oct-25,CE,24500,530.55,596.35,467,488.15,495,488.15,14559,273275.73,5754.1,618300,107100,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,23000,-,-,-,2022.25,-,1694,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,23300,-,-,-,1741.45,-,1400.8,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,24250,583,583,583,583,583,575.1,1,18.62,0.43,600,-,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,25750,16.75,16.75,10.35,11.05,10.35,11.05,156,3014.31,1.56,9900,2850,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,26950,3.95,3.95,2.1,2.1,2.1,0.6,6,121.29,0.01,2100,75,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,25400,41.6,44.85,27.05,28.85,28,28.85,6458,123188.59,163.69,150825,25575,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,27000,3.2,3.65,1.75,1.95,1.75,1.95,816,16525.42,1.42,48000,19200,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,24800,232.75,267.3,173.6,184.1,183.55,184.1,15240,285886.99,2422.99,292200,150525,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,24600,350,403.25,284.35,298.25,303.4,298.25,3084,57645.74,745.94,76650,42150,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,23500,1304,1304,1257.05,1261.95,1257.05,1261.95,6,111.46,5.71,450,375,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,23700,-,-,-,1385.4,-,1025.4,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,26800,3.1,5,2.6,2.85,2.6,2.85,200,4020.51,0.51,4350,4275,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,26550,3.7,5.15,3,3.1,3,3.1,44,876.28,0.13,1200,1200,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,25950,12.1,12.1,6.5,7.75,9,7.75,86,1674.29,0.52,6600,150,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,25300,56.25,63,37.8,39.2,38,39.2,7020,133445.96,241.46,278250,48825,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,24650,310,372.3,253.15,266.45,274.3,266.45,2048,38321.45,459.05,29925,13275,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,23100,-,-,-,1927.65,-,1595.6,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,26250,6.75,6.75,5.1,6.25,6.25,7.4,46,905.81,0.18,3150,3150,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,23850,-,-,-,943.5,943.85,892.85,-,-,-,450,-,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,25950,-,-,-,251.4,-,40.45,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,24550,-,-,-,994.8,-,450.7,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,23700,-,-,-,1711.3,-,1071.7,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,23250,-,-,-,2134.95,-,1481.95,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,25150,-,-,-,599.1,-,189.2,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,25750,-,-,-,319.3,-,62.15,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,23600,-,-,-,1803.7,-,1159.6,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,26200,-,-,-,183.7,-,22.65,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,26250,18,18,5.1,5.85,6.3,5.85,107,2107.06,0.5,3600,3525,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,26350,-,-,-,149.1,-,15.65,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,25000,185,218,148.65,154.55,161.35,154.55,2376,44872.53,322.53,90750,30525,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,26500,7.95,7.95,5.7,6.7,6.15,6.7,195,3876.6,0.97,19800,3000,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,24800,280.8,330.4,233.2,247.7,248,247.7,483,9089.45,105.65,20475,-3075,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,25100,143.55,168.05,117.05,122.75,123.45,122.75,1019,19289.76,107.08,28275,10200,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,23950,-,-,-,1486.35,-,863.25,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,24450,-,-,-,1070.9,-,509.35,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,26750,6,6.7,6,6,6,5.35,4,80.27,0.02,2025,225,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,25550,51.2,51.2,31.8,38.4,41.15,38.4,182,3493.63,6.05,5925,1500,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,26900,3.9,4.1,3.9,4.1,4.1,3.5,16,322.85,0.05,600,600,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,24150,-,-,-,1313.9,-,710.3,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,24100,-,-,-,1356.3,-,747.35,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,23850,-,-,-,1575.2,-,944.5,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,24300,661.95,661.95,574.95,582.55,582.3,582.55,89,1663.01,40.98,3150,1725,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,24650,357.5,373.95,323.2,333.4,335,333.4,50,937.28,12.9,1875,1875,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,25350,71.15,77.1,63,65,65,65,15,285.98,0.79,4800,750,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,24750,301.35,353.75,260,272.75,273.3,272.75,157,2950.18,35.87,4950,150,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,24200,-,-,-,1272,-,674.3,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,24850,248.25,294.6,211.2,221.7,224.1,221.7,120,2258.92,22.42,3225,2850,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,24700,337.3,390,288.15,300.5,303,300.5,611,11473.75,154.97,14250,-9000,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,24000,950,950,820,873,873,823.75,23,429.35,15.35,825,675,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,26150,-,-,-,194.95,-,25.55,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,26950,3.75,3.95,3.75,3.95,3.95,3,24,485.17,0.07,975,900,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,25900,-,-,-,267.3,-,45.15,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,25700,-,-,-,338.2,-,68.85,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,26550,-,-,-,112.1,-,9.3,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,26400,-,-,-,139.05,-,13.75,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,26850,4.2,4.2,4.2,4.2,4.2,4.05,1,20.14,-,150,75,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,27150,4,4.9,2.95,4.4,4.4,4.4,43,875.71,0.12,2925,1875,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,25250,98.7,116,82,82.6,82,82.6,62,1178.65,4.53,6375,150,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,24900,220.95,266.45,189.6,197.2,199.6,197.2,214,4032.1,35.65,23175,-3750,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,26450,-,-,-,129.55,-,12.1,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,23000,-,-,-,2377,-,1721.9,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,23900,975,1001.9,975,1001.9,1001.9,903.5,2,37.33,1.48,75,75,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,26700,4.55,5.6,4.15,4.25,4.25,4.25,105,2102.98,0.35,5775,1350,24634.9
NIFTY,29-Sep-25,20-Oct-25,CE,26050,-,-,-,221.8,-,32.25,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,26450,8,8,3.7,4.8,5.95,4.8,353,7004.12,1.48,22875,-2400,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,24700,272.4,332.95,224.85,236.85,239.35,236.85,11500,215364.79,2327.29,154050,59925,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,23600,-,-,-,1471.95,-,1116.7,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,25150,90,102.5,61.75,64.5,65.25,64.5,1442,27286.12,86.39,43800,14550,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,25450,36.4,37.6,24,25.25,24.95,25.25,1444,27593.69,31.34,36300,21750,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,23800,-,-,-,1300.7,-,936.4,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,23900,880,930,880,930,930,850.05,3,55.82,2.04,300,225,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,23350,-,-,-,1695.65,-,1352.6,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,24300,565,601.4,505,520.5,516.15,520.5,148,2759.9,62.6,1725,1425,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,25650,36.25,36.25,12.85,13.85,14.55,13.85,443,8528.21,6,6750,6750,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,25050,102.05,139.8,85.9,89.9,86.5,89.9,1407,26550.22,116.21,39525,14175,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,24850,189.95,235.6,153.15,160,162,160,2384,44779.47,347.67,49575,28425,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,23650,-,-,-,1428.45,-,1070.8,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,22900,-,-,-,2117.65,-,1792.8,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,23950,-,-,-,849.75,849.75,808.05,-,-,-,75,-,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,24100,-,-,-,715.15,715.15,687.2,-,-,-,75,-,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,26150,-,-,-,120.55,-,10.15,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,25850,13,13,8.25,8.25,8.25,8.25,100,1939.52,0.77,6675,-600,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,23150,-,-,-,1880.7,-,1546.65,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,24050,-,-,-,758.25,758.45,726.55,-,-,-,600,-,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,26350,4.75,5.15,4.75,4.75,4.75,5.3,22,434.85,0.07,900,900,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,26200,8.55,8.55,4,5.05,4,5.05,2041,40113.77,8.12,66450,-23625,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,25800,18,18,8.65,9.75,8.65,9.75,5036,97490.32,43.72,126075,-6675,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,26100,-,-,-,129.45,-,11.85,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,24000,846,916.95,771,789.05,813.85,789.05,125,2328.43,78.43,3900,3375,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,26750,3,3.5,3,3.2,3.2,1.3,30,601.95,0.08,1200,1125,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,27100,4.6,4.6,1.95,2.15,2.15,2.15,47,955.36,0.09,2100,1500,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,27150,4.65,4.65,1.9,2.1,1.9,2.1,147,2993.61,0.32,16200,3225,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,24400,484.85,567.5,420.8,439.25,444.05,439.25,441,8223.25,152.95,14400,8550,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,22950,-,-,-,2069.85,-,1743.35,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,26050,9.5,9.5,5.25,6,6.6,6,178,3478.62,0.94,7200,3825,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,24550,372.6,425.65,317.9,330.3,336.1,330.3,248,4632.91,66.61,5175,600,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,23200,-,-,-,1834,-,1497.8,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,24350,518,518,466.45,466.45,466.45,506,16,298.16,5.96,750,225,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,25100,92.05,120.9,73.15,76.35,76.65,76.35,7858,148471.38,544.53,250725,46500,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,26500,5.1,5.2,3.7,4.2,4,4.2,822,16339.96,2.71,78075,22725,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,25550,28.4,30.05,17.35,18.85,19.45,18.85,683,13099.87,11.88,20850,6600,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,25000,133.35,160,98.8,103.65,103.3,103.65,14883,280446.9,1390.65,363975,65100,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,26000,10.55,10.55,6.25,7.15,6.25,7.15,5856,114225.29,33.29,256500,35550,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,23050,-,-,-,1974.85,-,1644.75,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,24750,250,297.9,199.75,208.95,208,208.95,2933,54987.38,543.57,59175,31500,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,26900,3.55,3.55,2,2.2,2,2.2,138,2784.45,0.3,3975,675,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,23750,-,-,-,1342.8,-,980.6,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,25250,57.45,73.2,44.5,46.3,47.4,46.3,1168,22166.97,47.97,43200,9675,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,25500,33.05,33.05,20.65,21.6,20.8,21.6,13354,255654.64,259.39,456300,58950,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,25350,48.85,53.5,31.45,33.65,35,33.65,1511,28773.13,45.24,36825,13275,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,24950,154.55,182.65,115.1,118.95,121.45,118.95,1575,29639.28,167.09,42150,24900,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,26700,4,4.8,2.85,3.2,3,3.2,286,5727.9,0.75,15750,-5175,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,26400,4.45,5.05,4.45,5.05,5.05,5.05,57,1128.8,0.2,2850,2850,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,23400,-,-,-,1650.2,-,1304.75,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,23450,-,-,-,1605.05,-,1257.15,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,24150,-,-,-,668.15,669.05,648.85,-,-,-,375,-,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,23250,-,-,-,1787.6,-,1449.2,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,24200,688.7,720,600,606.7,615,606.7,23,429.17,11.72,1950,1050,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,25900,12,12.3,7.1,8.05,7.55,8.05,845,16420.04,5.92,32775,-6150,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,25600,23.8,25.35,15,15.9,15,15.9,4421,84944.84,61.64,87975,13875,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,27050,2.3,2.8,2.3,2.45,2.45,2.45,47,953.6,0.09,1575,1575,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,25200,73,88.1,52.8,55.1,56,55.1,8455,160224.46,424.96,275475,55350,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,23550,-,-,-,1515.95,-,1163.1,-,-,-,-,-,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,24500,384,481,348,365.3,370.7,365.3,2843,53109,868.88,175950,39075,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,26300,6.65,7.25,4.05,4.1,4.1,6.25,60,1183.73,0.23,4575,3150,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,26600,3,5.35,3,3.85,3.85,2.25,43,857.97,0.12,11175,-450,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,25700,18.65,18.65,11.2,12.35,11.45,12.35,4686,90373.62,50.97,94200,-75,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,26650,3.3,5,3.3,5,5,5,25,499.75,0.06,1275,1275,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,27100,1.35,1.7,0.8,0.95,0.9,0.95,1082,21992.51,0.86,56400,31050,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,24400,449.45,507,350,377.8,381.5,377.8,5070,94334.2,1553.2,68475,27450,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,26050,4,4.25,1.85,2.35,2,2.35,1558,30442.29,2.87,27300,12300,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,24600,268,336,206.1,224.15,229,224.15,67674,1261352.25,12766.95,467100,185400,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,26500,1.65,4.55,1,1.45,1.35,1.45,70378,1398832.95,70.2,2772300,1318200,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,24850,130,161.35,85.25,91.95,94.2,91.95,76628,1434973.72,6819.37,568725,190200,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,25850,5.85,6.3,2.75,3.25,3.15,3.25,11571,224363.08,30.32,130950,2025,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,24950,86.45,111.75,56.55,60.4,63.15,60.4,67297,1263171.42,3876.31,560850,267600,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,23000,1790.9,1877.25,1690,1727.3,1733.8,1727.3,989,18385.45,1325.2,27750,10725,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,23650,-,-,-,1092.1,1093.1,1022.6,-,-,-,750,-,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,23450,-,-,-,1287.15,1287.3,1218,-,-,-,300,-,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,26350,2.6,2.6,1.4,1.85,1.9,1.85,585,11561.83,0.77,30150,11100,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,24900,108.7,134.8,69.95,75.2,78,75.2,198992,3730478.27,14302.67,2501850,998025,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,23550,-,-,-,1189.25,1189.45,1119.8,-,-,-,225,-,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,25200,34.95,38.25,19.3,20.75,20.6,20.75,135353,2560952.01,2780.31,2092950,396750,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,24350,467.8,547.8,391.55,416.6,425.75,416.6,496,9225.67,167.47,8400,5025,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,25900,5.7,5.7,2.2,2.75,3.3,2.75,60634,1177949.02,133.57,1372050,833550,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,26900,1.4,1.4,0.9,1.1,1.05,1.1,650,13114.26,0.51,25125,11850,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,23400,1334,1334,1334,1334,1334,1267.35,1,18.55,1,1350,75,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,24700,197.45,259,148.45,161.9,166,161.9,217151,4054506.55,31784.28,1500525,721875,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,23600,1180,1180,1121,1129.8,1141,1129.8,16,296.83,13.63,1500,225,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,23900,918.95,975,830,831.2,832.95,831.2,121,2249.91,80.98,5625,4125,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,26800,1.75,1.75,0.8,1.1,1,1.1,2142,43055.95,1.75,74700,-10650,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,23800,1016.95,1055.05,900,929.45,944.95,929.45,128,2378.62,93.82,5175,3525,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,23300,1495,1495.6,1420,1427,1435,1427,9,167.15,9.88,750,525,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,25000,75,91.6,45.35,48.8,49.7,48.8,306043,5752967.9,14661.65,3746925,678975,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,27000,1.5,1.6,0.9,1,0.9,1,21168,428667.93,15.93,945000,541425,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,26700,1.7,1.75,0.85,1.15,1.15,1.15,18055,361565.75,14.38,552900,315675,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,23700,1110.95,1160,1022.85,1024.95,1022.85,1024.95,59,1096.76,48.03,2175,975,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,26750,1.6,1.8,0.3,1.05,1,1.05,2211,44360.14,1.95,33300,-5025,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,25450,15.15,15.3,8.3,8.8,8.5,8.8,28315,540680.74,218.18,350775,125550,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,25750,9,9,3.25,3.85,3.25,3.85,23188,447892.74,74.49,476025,357750,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,24250,570.3,627.85,497.8,505.1,503.1,505.1,203,3778.31,86.25,6075,4650,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,25300,30,30,11.7,14.4,15.45,14.4,93995,1784828.93,1273.81,1688925,91800,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,26650,2.1,2.1,0.85,1.15,1.05,1.15,631,12612.64,0.53,30150,525,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,24650,205.9,296.9,176.05,191.8,194.8,191.8,50016,932826.03,8155.23,279150,151575,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,25800,5.7,7,3.15,3.65,3.75,3.65,54915,1062770.4,165.15,1364550,741675,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,25050,60.9,74.2,36.45,39.3,40.7,39.3,80813,1521321.27,3047.03,529725,138150,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,24000,820.95,882,708.1,743.2,749.25,743.2,2063,38353.41,1219.41,124125,63600,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,22850,1880,1890,1880,1885,1885,1814.8,4,74.21,5.66,300,300,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,22900,-,-,-,1842.6,1842.6,1764.9,-,-,-,150,-,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,25950,4.5,5.35,2.1,2.5,2.2,2.5,17496,340550.42,34.52,460500,373800,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,24150,700,700,687.7,687.7,687.7,568.75,2,37.27,1.05,1425,150,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,25150,38.85,47.9,23,25.05,25.45,25.05,46981,887341.36,1162.25,612450,307200,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,25650,9.25,9.25,4.45,4.95,5.55,4.95,17626,339154.81,74.64,189075,-47400,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,24750,168.2,224,124.4,135.3,137.3,135.3,98844,1847491.01,12699.26,615225,312225,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,27150,1.7,1.9,0.85,0.95,0.9,0.95,5750,117088.51,4.13,192300,92775,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,23950,832.5,889,751.6,798.85,798.85,798.85,21,390.66,13.45,450,-150,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,26200,3.25,3.25,1.65,2.2,1.8,2.2,27214,534796.99,41.89,700275,446100,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,25550,11.4,11.7,6,6.55,6.55,6.55,30784,590069.9,171.5,480225,144000,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,26450,2.7,3.4,1.2,1.65,1.4,1.65,566,11228.7,0.68,8250,7350,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,24500,350,419.35,273.6,296.1,303,296.1,32882,612447.87,8241.12,447825,119700,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,24100,725.95,786,614.05,643.25,656.2,643.25,613,11406.88,326.9,22200,12075,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,24800,175,191.15,103,111.9,113.9,111.9,308125,5763368.39,32243.39,2338125,1041675,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,25250,27.95,30.45,16.1,17.25,17.3,17.25,42903,813195.35,719.79,518100,125475,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,26550,1.9,3.3,0.95,1.5,1.5,1.5,484,9638.17,0.52,32100,3600,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,26300,2.25,2.8,1.45,1.85,1.55,1.85,11287,222651.32,15.24,184875,48375,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,25500,13.4,14.9,7,7.6,7.25,7.6,126537,2420861.72,841.6,2397300,867225,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,25100,45.4,59.65,29.2,31.4,32.55,31.4,155404,2930433.67,4953.37,1997775,359850,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,24550,325.45,374.55,239.75,259.85,263.35,259.85,8128,151430.97,1774.17,67050,27150,24634.9
NIFTY,29-Sep-25,07-Oct-25,CE,23250,-,-,-,1492.55,1492.55,1416.05,-,-,-,75,-,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,26850,4,4,2.5,2.5,2.5,0.9,11,221.54,0.03,3900,-150,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,24900,175,210,132.5,141,136.75,141,10089,189653.27,1241.19,172425,56550,24634.9
NIFTY,29-Sep-25,14-Oct-25,CE,24450,467.95,490.55,390.8,402.4,408.25,402.4,150,2798.58,47.95,3525,1650,24634.9
NIFTY,29-Sep-25,30-Sep-25,CE,26500,0.95,1.5,0.7,1.35,1.35,1.35,327862,6516506.79,249.54,4545000,-3723750,24634.9
NIFTY,29-Sep-25,30-Sep-25,CE,23550,-,-,-,1453.8,1453.8,1088.75,-,-,-,900,-,24634.9
NIFTY,29-Sep-25,30-Sep-25,CE,26100,1.45,1.75,0.85,1.5,1.45,1.5,201123,3937155.25,172.53,3149100,-1077150,24634.9
NIFTY,29-Sep-25,30-Sep-25,CE,27250,0.85,1.15,0.5,0.95,0.9,0.95,5617,114800.53,3.09,47475,-11250,24634.9
NIFTY,29-Sep-25,30-Sep-25,CE,17000,7780,7850,7655,7691.75,7701.8,7691.75,1358,25248.34,7933.84,47025,-81525,24634.9
NIFTY,29-Sep-25,30-Sep-25,CE,26900,1.15,1.55,0.6,1.1,1.2,1.1,27629,557434.44,19.36,150075,-71025,24634.9
NIFTY,29-Sep-25,30-Sep-25,CE,27400,0.7,1.25,0.4,0.85,0.95,0.85,77555,1593792.14,36.89,1262325,-250275,24634.9
