date,total_call_oi,total_put_oi,put_call_ratio,total_call_oi_daily_change,total_put_oi_daily_change,total_articles,pct_positive,pct_negative,pct_neutral,overall_sentiment_score
2025-09-25,3895891.0000000005,2653592.666666667,0.6811260034396924,1091373.0,207657.99999999997,123,0.2764227642276423,0.5284552845528455,0.1951219512195122,-0.25203252032520324
