date,total_call_oi,total_put_oi,put_call_ratio,total_call_oi_daily_change,total_put_oi_daily_change,total_articles,pct_positive,pct_negative,pct_neutral,overall_sentiment_score
2025-09-26,4919046.333333333,3352967.3333333335,0.6816295489254388,1023263.0000000001,699374.6666666667,23,0.43478260869565216,0.34782608695652173,0.21739130434782608,0.08695652173913043
