date,total_call_oi,total_put_oi,put_call_ratio,total_call_oi_daily_change,total_put_oi_daily_change,total_articles,pct_positive,pct_negative,pct_neutral,overall_sentiment_score
2025-10-08,4132286.6666666665,4302126.0,1.041100569015057,726629.0,-236132.66666666666,119,0.453781512605042,0.2773109243697479,0.2689075630252101,0.1764705882352941
