date,title,source,link,summary,sentiment_label,sentiment_score
2025-10-26,Ahead of Market: 10 things that will decide D-Street action on Monday,Economic Times,https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-d-street-action-on-monday/articleshow/124825901.cms,"Indian markets saw mixed activity on Friday, with over 155 stocks hitting 52-week highs while 68 slipped to 52-week lows. Notable gainers included SCI, Hindalco, and Cummins India, while Ceat, Jindal Saw, Cipla, and HUL faced selling pressure. Overall sentiment was bearish, with 2,323 of 4,342 BSE-listed stocks declining, reflecting cautious investor behavior amid profit booking.",negative,0.972218
2025-10-26,9 Sensex stocks with up to 23% upside potential. Are these in your portfolio?,Economic Times,https://economictimes.indiatimes.com/markets/stocks/news/9-sensex-stocks-with-up-to-23-upside-potential-are-these-in-your-portfolio/slideshow/124823762.cms,"Analyst consensus highlights nine Sensex stocks with strong upside potential over the next 12 months, projecting gains of 15% to 23%. Top picks include ICICI Bank, Trent, NTPC, Adani Ports, ITC, HDFC Bank, Reliance Industries, Eternal, and UltraTech Cement, offering investors research-backed guidance for positioning ahead of potential market rallies.",positive,0.880814
2025-10-26,The valuation email that defined Zomato's IPO: Why Sanjeev Bikhchandani's advice to Deepinder Goyal still echoes,Economic Times,https://economictimes.indiatimes.com/markets/stocks/news/the-valuation-email-that-defined-zomatos-ipo-why-sanjeev-bikhchandanis-warning-to-deepinder-goyal-still-echoes/articleshow/124822359.cms,"Before Zomato’s 2021 IPO, Info Edge founder Sanjeev Bikhchandani advised pricing for balance: protect retail investors, satisfy institutions, and ensure long-term reputation. His framework emphasised conservative pricing, avoiding excessive first-day pops, and maintaining trust. The guidance foresaw risks of underwater IPOs, highlighting ethical and strategic considerations for high-growth tech listings.",neutral,0.821706
2025-10-26,Will Nifty hit fresh all-time high this week? 6 factors will seal the deal,Economic Times,https://economictimes.indiatimes.com/markets/stocks/news/will-nifty-hit-all-time-record-high-this-week-6-factors-will-seal-the-deal/articleshow/124822119.cms,"The Nifty 50 is nearing an all-time high, driven by expectations of a US Fed rate cut and easing FII selling. Strong domestic earnings and progress in trade talks, including potential India-US and US-China agreements, are bolstering bullish sentiment. Investors are closely watching Q2 corporate results and shifts in crude oil dynamics.",positive,0.932215
2025-10-26,"Markets pin hope on RBI as rupee defence, festive flush strain liquidity",Livemint,https://www.livemint.com/market/markets-rbi-forex-omo-bonds-dollar-rupee-liquidity-deficit-banks-deposits-forex-markets-dollar-trade-11761301626244.html,"RBI's actions are needed as benefits from the cut in cash reserve ratio—the percentage of a bank’s total deposits that must be kept with the RBI in cash—earlier this year, with two tranches of  ₹62,500 crore each released already, have largely been offset by heavy outflows of rupee liquidity.",negative,0.898524
