date,total_call_oi,total_put_oi,put_call_ratio,total_call_oi_daily_change,total_put_oi_daily_change,total_articles,pct_positive,pct_negative,pct_neutral,overall_sentiment_score
2025-10-23,3367999.666666667,3248486.666666667,0.9645151390058531,962232.9999999999,650887.0,119,0.5462184873949579,0.2184873949579832,0.23529411764705882,0.32773109243697474
