date,title,source,link,summary,sentiment_label,sentiment_score
2025-10-24,"Top Gainers &amp; Losers on Oct 24: Ather Energy, HUL, MCX, Ceat, KPR Mill, Cyient among top losers today",Livemint,https://www.livemint.com/market/stock-market-news/top-gainers-losers-on-oct-24-ather-energy-hul-mcx-ceat-kpr-mill-cyient-among-top-losers-today-11761299840704.html,"The Indian stock market declined on October 24 as investors took profits after a six-session rally. The Nifty 50 fell 0.37% while the S&amp;amp;P BSE Sensex dropped 0.42%. Metal stocks rose, but private banking led the sell-off, with significant declines in several indices.",negative,0.974582
2025-10-24,"Sensex, Nifty snap 6-day winning run amid losses in banks: 10 key highlights from Indian stock market today",Livemint,https://www.livemint.com/market/stock-market-news/sensex-nifty-snap-6-day-winning-run-amid-losses-in-banks-10-key-highlights-from-indian-stock-market-today-11761299806260.html,"Profit taking at higher levels and crude price surge pushed the Indian benchmark indices — Sensex and Nifty — lower on Friday after a six-day rally. Bank stocks emerged as the biggest index drags, with HDFC Bank contributing to nearly half of the losses.",negative,0.957929
