date,title,source,link,summary,sentiment_label,sentiment_score
2025-09-26,Sunlight Solutions Showcases AI-Enhanced Insurance Platform at ITC Vegas 2025 — Experience Live Demos and Expert Insights,NewsAPI - GlobeNewswire,https://www.globenewswire.com/news-release/2025/09/25/3156634/0/en/Sunlight-Solutions-Showcases-AI-Enhanced-Insurance-Platform-at-ITC-Vegas-2025-Experience-Live-Demos-and-Expert-Insights.html,"Sunlight Solutions will showcase its AI-enhanced insurance platform at InsureTech Connect (ITC) Vegas 2025, October 14–16 at Mandalay Bay, Las Vegas. ......",neutral,0.832619
2025-09-26,"TaMo, TCS stocks slide as JLR woes linger",NewsAPI - The Times of India,https://timesofindia.indiatimes.com/business/india-business/tamo-tcs-stocks-slide-as-jlr-woes-linger/articleshow/124136143.cms,"India Business News: MUMBAI: A fallout of the cybersecurity breach at the UK factory of auto major Jaguar Land Rover (JLR), the stock price of Tata Motors, JLR's parent, f.",negative,0.969277
2025-09-26,NBFCs grab a bigger personal loan share amid bank caution,NewsAPI - The Times of India,https://economictimes.indiatimes.com/industry/banking/finance/nbfcs-grab-a-bigger-personal-loan-share-amid-bank-caution/articleshow/124131010.cms,"Non-bank lenders are increasing their hold on the personal loan market. Data shows NBFCs' share in new personal loans has risen significantly. This growth is driven by fintech companies. Meanwhile, banks' share has decreased. The personal loan market is now o…",positive,0.561406
2025-09-26,NBFCs grab a bigger personal loan share amid bank caution,NewsAPI - The Times of India,https://economictimes.indiatimes.com/industry/banking/finance/nbfcs-grab-a-bigger-personal-loan-share-amid-bank-caution/articleshow/124138274.cms,"Non-bank lenders are increasing their hold on the personal loan market. Data shows NBFCs' share in new personal loans has risen significantly. This growth is driven by fintech companies. Meanwhile, banks' share has decreased. The personal loan market is now o…",positive,0.561406
2025-09-26,"Day Trading Guide for September 26, 2025: Intraday supports, resistances for Nifty50 stocks",NewsAPI - BusinessLine,https://www.thehindubusinessline.com/portfolio/day-trading-guide/day-trading-guide-for-september-26/article70093359.ece,"Day Trading Guide gives you the key intraday supports and resistances to watch out for on the Nifty Futures and other widely traded stocks such as Reliance Industries, Infosys, HDFC Bank, TCS, SBI",neutral,0.930493
2025-09-26,"Rupee logs worst week in a month as US visa, tariff policies sting",NewsAPI - Yahoo Entertainment,https://sg.finance.yahoo.com/news/rupees-rough-patch-may-extend-025508260.html,"The Indian rupee hit an all-time low and remained consistently under pressure this week, hurt by worries over how U.S. tariffs and changes in immigration...",negative,0.970323
2025-09-26,Markets crash 0.90% as US slaps 100% tariff on branded drugs,NewsAPI - BusinessLine,https://www.thehindubusinessline.com/markets/markets-crash-090-as-us-slaps-100-tariff-on-branded-drugs/article70097682.ece,"The pharmaceutical sector bore the brunt of the selling pressure following the tariff announcement, with the BSE Healthcare index correcting approximately 5 per cent for the week",negative,0.933505
2025-09-26,"Markets extend decline as auto stocks buck trend amid Pharma, IT selloff",NewsAPI - BusinessLine,https://www.thehindubusinessline.com/markets/stock-markets/markets-extend-decline-as-auto-stocks-buck-trend-amid-pharma-it-selloff/article70096963.ece,"Markets continued their downward trajectory for the seventh consecutive session during Thursday’s midday trade, with the Sensex declining 319.88 points or 0.39 per cent to 80,839.80 and the Nifty 50 dropping 106.60 points or 0.43 per cent to 24,784.25.",negative,0.975255
2025-09-26,"SC defers Vodafone plea against ₹5,000-cr AGR demand to Oct 6",NewsAPI - BusinessLine,https://www.thehindubusinessline.com/info-tech/sc-defers-vodafone-plea-against-5000-cr-agr-demand-to-oct-6/article70098626.ece,VI has sought the court’s intervention on the additional AGR demand raised by the DoT for the 2016-2017 period.,neutral,0.407634
2025-09-26,"SC defers Vodafone plea against ₹5,000-cr AGR demand to Oct 6",NewsAPI - BusinessLine,https://www.thehindubusinessline.com/news/sc-defers-vodafone-plea-against-5000-cr-agr-demand-to-oct-6/article70098626.ece,VI has sought the court’s intervention on the additional AGR demand raised by the DoT for the 2016-2017 period.,neutral,0.407634
2025-09-26,"Buy, Sell Or Hold: Reliance Industries, TCS, Trent, Whirlpool, Coforge - Ask Profit",NewsAPI - Ndtvprofit.com,https://www.ndtvprofit.com/markets/buy-sell-or-hold-reliance-industries-tcs-trent-whirlpool-coforge-ask-profit,Should you add shares of Reliance Industries Ltd.? Should you hold shares of Tata Consultancy Industries Ltd. at the current market price? Have you lost the chance to buy shares of Trent Ltd. at an attractive price? Sameer Dalal of Natverlal And Sons Stockbro…,neutral,0.883051
2025-09-26,"Why stock market is down today? Sensex tumbles over 750 pts, Nifty below 24,650; key reasons behind the slump",NewsAPI - The Times of India,https://economictimes.indiatimes.com/markets/stocks/news/why-sensex-is-down-today-sensex-tumbles-over-750-pts-nifty-below-24650-key-reasons-behind-the-slump/articleshow/124152914.cms,"Stock Market Crash: Indian stock markets faced a sharp decline on Friday. This occurred after US President Donald Trump declared significant tariffs. These tariffs, reaching up to 100%, will affect branded and patented drug imports. The new tariffs are schedu…",negative,0.949317
2025-09-26,"Indian market in consolidation mode; consumption, retail banks to lead next leg of growth: Sushant Bhansali",NewsAPI - The Times of India,https://economictimes.indiatimes.com/markets/expert-view/indian-market-in-consolidation-mode-consumption-retail-banks-to-lead-next-leg-of-growth-sushant-bhansali/articleshow/124119628.cms,Ambit Asset Management anticipates Indian stocks may rise. Festive sales and retail loans could boost growth. Corporate earnings are expected to recover. Sushant Bhansali notes current market consolidation. He predicts Q3 earnings will improve. Domestic secto…,positive,0.954482
2025-09-26,"Nuvama, C&W-backed fund buys office campus in Chennai from Keppel for Rs 2,550 cr",NewsAPI - The Times of India,https://economictimes.indiatimes.com/markets/digital-real-estate/realty-news/nuvama-cw-backed-fund-buys-office-campus-in-chennai-from-keppel-for-rs-2550-cr/articleshow/124141403.cms,"Nuvama and Cushman & Wakefield's joint realty fund, NCW, has acquired a 2.4 million sq ft office campus in Chennai from Singapore's Keppel group for ₹2,550 crore. This acquisition, made through NCW's 'Prime Offices Fund,' marks its second major investment.",positive,0.563448
2025-09-26,Raymond Lifestyle shares slide 4% as Income Tax Department conducts survey at offices and units,NewsAPI - The Times of India,https://economictimes.indiatimes.com/markets/stocks/news/raymond-lifestyle-shares-slide-4-as-income-tax-department-conducts-survey-at-offices-and-units/articleshow/124154873.cms,"Raymond Lifestyle shares fell 4.2% to Rs 1,200.55 after the Income Tax Department conducted surveys at its offices and plants, triggering investor caution despite recent short-term gains.",negative,0.973886
2025-09-26,Rukmani Devi Garg IPO opens with modest GMP. Check all details before subscription,NewsAPI - The Times of India,https://economictimes.indiatimes.com/markets/ipos/fpos/rukmani-devi-garg-ipo-opens-with-modest-gmp-check-all-details-before-subscription/articleshow/124142367.cms,"Rukmani Devi Garg Agro Impex is set to launch its IPO on September 26, seeking to raise ₹23.52 crore through a fresh issue of shares priced between ₹93 and ₹99. The IPO, closing on September 30, will allocate shares to various investor categories. The company…",neutral,0.877962
2025-09-26,"Abu Dhabi launches $3 billion, two-tranche bond: IFR",NewsAPI - The Times of India,https://economictimes.indiatimes.com/markets/bonds/abu-dhabi-launches-3-billion-two-tranche-bond-ifr/articleshow/124141252.cms,"Abu Dhabi successfully sold $3 billion in bonds. The sale included a $1 billion, 3-year portion and a $2 billion 10-year tranche. Investor demand was robust, leading to tightened pricing at launch. Orders exceeded $15 billion, indicating strong confidence in …",positive,0.950788
